Date,Time,Zone,Andryala_ragusina,Asphodelus_cerasiferus,Astragalus_incanus...6,Astragalus_incanus...7,Brachypodium_retusum,Coris_monspeliensis,Dipcadi_serotinum,Euphorbia_nicaeensis,Eryngium_campestre,Fumana_thymifolia,Genista_scorpius,Helianthemum_squamatum,Helianthemum_syriacum,Koeleria_vallesiana,Lepidium_subulatum,Ononis_tridentata,Plantago_albicans,Polygala_rupestris,Reseda_stricta,Retama_sphaerocarpa,Sanguisorba_verrucosa,Sedum_sediforme,Stipa_tenacissima,Teucrium_capitatum,Thesium_humifisum,Thymus_mastichina,Thymus_zygis,Ulex_sp,D1,D2,h,patch
1699315200,08:27:01,Natural,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,55,25,20,P-1
1699315200,08:31:12,Natural,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,34,32,P-2
1699315200,08:31:49,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,20,12,P-3
1699315200,08:32:16,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,13,9,P-4
1699315200,08:33:13,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,9,P-5
1699315200,08:33:29,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,P-6
1699315200,08:34:33,Natural,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,94,70,80,P-7
1699315200,08:37:37,Natural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,36,29,30,P-8
1699315200,08:38:05,Natural,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,8,5,P-9
1699315200,08:38:27,Natural,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,5,4,P-10
1699315200,08:38:40,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,8,P-11
1699315200,08:38:57,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,9,P-12
1699315200,08:43:44,Natural,0,0,0,0,0,0,0,0,0,0,0,22,4,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,55,53,25,P-13
1699315200,08:44:28,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,6,6,P-14
1699315200,08:45:02,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,5,6,P-15
1699315200,08:45:22,Natural,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,19,12,P-16
1699315200,08:46:08,Natural,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,31,21,17,P-17
1699315200,08:46:31,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,8,6,P-18
1699315200,08:46:58,Natural,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,P-19
1699315200,08:47:36,Natural,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,14,7,P-20
1699315200,08:48:16,Natural,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,32,13,P-21
1699315200,08:48:35,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,P-22
1699315200,08:48:46,Natural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,16,P-23
1699315200,08:49:05,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,12,11,P-24
1699315200,08:49:24,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,19,P-25
1699315200,08:50:55,Natural,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,65,54,36,P-26
1699315200,08:51:22,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,20,9,P-27
1699315200,08:51:38,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,11,13,P-28
1699315200,08:52:08,Natural,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,21,15,P-29
1699315200,08:53:17,Natural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,30,12,P-30
1699315200,08:53:45,Natural,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,14,13,P-31
1699315200,08:53:58,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,P-32
1699315200,08:55:10,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,29,18,17,P-33
1699315200,08:55:46,Natural,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40,30,24,P-34
1699315200,08:56:04,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,20,12,P-35
1699315200,08:58:08,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,P-36
1699315200,08:58:18,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,P-37
1699315200,08:58:26,Natural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,P-38
1699315200,08:58:43,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,10,4,P-39
1699315200,09:01:48,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,17,7,P-40
1699315200,09:02:10,Natural,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,20,11,P-41
1699315200,09:02:26,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,4,P-42
1699315200,09:02:37,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,15,7,P-43
1699315200,09:02:50,Natural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,6,P-44
1699315200,09:03:04,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,7,11,P-45
1699315200,09:03:39,Natural,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,25,17,17,P-46
1699315200,09:03:55,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,9,P-47
1699315200,09:04:06,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,P-48
1699315200,09:04:27,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,9,P-49
1699315200,09:04:59,Natural,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,43,16,9,P-50
1699315200,09:05:43,Natural,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,49,30,34,P-51
1699315200,09:06:07,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,P-52
1699315200,09:06:15,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,6,P-53
1699315200,09:06:36,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,12,P-54
1699315200,09:07:00,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,12,P-55
1699315200,09:07:08,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,10,P-56
1699315200,09:07:19,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,10,P-57
1699315200,09:07:43,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,33,29,P-58
1699315200,09:11:56,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,55,27,20,P-59
1699315200,09:12:39,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,36,37,21,P-60
1699315200,09:12:55,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,9,P-61
1699315200,09:13:09,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,20,11,P-62
1699315200,09:13:36,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,12,12,P-63
1699315200,09:13:44,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,17,13,P-64
1699315200,09:14:32,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,68,37,46,P-65
1699315200,09:15:07,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,22,17,P-66
1699315200,09:15:29,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,15,P-67
1699315200,09:15:48,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,9,24,P-68
1699315200,09:16:09,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,36,18,18,P-69
1699315200,09:16:28,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,36,30,20,P-70
1699315200,09:16:49,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,38,32,36,P-71
1699315200,09:17:03,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,25,15,P-72
1699315200,09:17:27,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31,33,P-73
1699315200,09:17:38,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,12,10,P-74
1699315200,09:17:46,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,P-75
1699315200,09:17:57,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,15,10,P-76
1699315200,09:18:13,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,18,P-77
1699315200,09:18:26,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,16,P-78
1699315200,09:18:50,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,56,35,40,P-79
1699315200,09:19:11,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,20,P-80
1699315200,09:19:25,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,16,17,P-81
1699315200,09:21:35,Natural,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,54,33,20,P-82
1699315200,09:22:34,Natural,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,44,25,28,P-83
1699315200,09:22:47,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,8,P-84
1699315200,09:23:33,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,83,40,46,P-85
1699315200,09:24:21,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,39,29,11,P-86
1699315200,09:24:40,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,37,26,20,P-87
1699315200,09:24:53,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,9,P-88
1699315200,09:25:02,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,P-89
1699315200,09:25:10,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,P-90
1699315200,09:25:21,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,7,P-91
1699315200,09:25:42,Natural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,31,21,25,P-92
1699315200,09:26:09,Natural,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,19,15,P-93
1699315200,09:26:22,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,5,P-94
1699315200,09:26:38,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,20,9,5,P-95
1699315200,09:26:54,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,6,P-96
1699315200,09:27:02,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,8,5,P-97
1699315200,09:27:16,Natural,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,13,10,P-98
1699315200,09:27:29,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,26,29,P-99
1699315200,09:27:59,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,10,8,P-100
1699315200,09:28:15,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,10,23,P-101
1699315200,09:28:26,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,7,P-102
1699315200,09:28:37,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,10,7,P-103
1699315200,09:28:45,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,16,10,10,P-104
1699315200,09:28:56,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,14,17,P-105
1699315200,09:29:11,Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,13,10,P-106
1699315200,09:30:16,Natural,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,36,30,25,P-107
1699315200,09:33:46,Natural,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,5,1,0,4,1,73,82,55,P-108
1699315200,09:34:13,Natural,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,11,8,P-109
1699315200,09:34:51,Natural,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,15,10,6,P-110
1699315200,09:35:15,Natural,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,13,P-111
1699315200,09:35:58,Natural,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,56,34,35,P-112
1699315200,09:36:46,Natural,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,29,24,12,P-113
1699315200,09:38:09,Natural,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,1,0,0,0,0,0,0,2,1,0,0,2,70,50,37,P-114
1699315200,09:38:34,Natural,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,37,27,P-115
1699315200,09:38:50,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,P-116
1699315200,09:38:58,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,P-117
1699315200,09:39:06,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,P-118
1699315200,09:39:14,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,P-119
1699315200,09:39:20,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,P-120
1699315200,09:39:30,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5,5,P-121
1699315200,09:39:54,Natural,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20,15,8,P-122
1699315200,09:40:15,Natural,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,10,10,P-123
1699315200,09:40:22,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,P-124
1699315200,09:40:37,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,15,11,P-125
1699315200,09:41:15,Natural,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,33,24,14,P-126
1699315200,09:41:25,Natural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,P-127
